Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,init,Long Statement,The length of the statement "this.monitoringInterval=conf.getLong(YarnConfiguration.NM_CONTAINER_MON_INTERVAL_MS`YarnConfiguration.DEFAULT_NM_CONTAINER_MON_INTERVAL_MS);" is 140.,87
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,init,Long Statement,The length of the statement "Class<? extends ResourceCalculatorPlugin> clazz=conf.getClass(YarnConfiguration.NM_CONTAINER_MON_RESOURCE_CALCULATOR`null`ResourceCalculatorPlugin.class);" is 154.,87
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,init,Long Statement,The length of the statement "processTreeClass=conf.getClass(YarnConfiguration.NM_CONTAINER_MON_PROCESS_TREE`null`ResourceCalculatorProcessTree.class);" is 121.,87
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,init,Long Statement,The length of the statement "long configuredPMemForContainers=conf.getLong(YarnConfiguration.NM_PMEM_MB`YarnConfiguration.DEFAULT_NM_PMEM_MB) * 1024 * 1024l;" is 128.,87
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,init,Long Statement,The length of the statement "pmemCheckEnabled=conf.getBoolean(YarnConfiguration.NM_PMEM_CHECK_ENABLED`YarnConfiguration.DEFAULT_NM_PMEM_CHECK_ENABLED);" is 122.,87
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,init,Long Statement,The length of the statement "vmemCheckEnabled=conf.getBoolean(YarnConfiguration.NM_VMEM_CHECK_ENABLED`YarnConfiguration.DEFAULT_NM_VMEM_CHECK_ENABLED);" is 122.,87
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,init,Long Statement,The length of the statement "if (totalPhysicalMemoryOnNM != UNKNOWN_MEMORY_LIMIT && this.maxPmemAllottedForContainers > totalPhysicalMemoryOnNM * 0.80f) {" is 125.,87
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,init,Long Statement,The length of the statement "LOG.warn("NodeManager configured with " + TraditionalBinaryPrefix.long2String(maxPmemAllottedForContainers`""`1) + " physical memory allocated to containers` which is more than "+ "80% of the total physical memory available ("+ TraditionalBinaryPrefix.long2String(totalPhysicalMemoryOnNM`""`1)+ "). Thrashing might happen.");" is 325.,87
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,init,Magic Number,The method contains a magic number: 1024,87
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,init,Magic Number,The method contains a magic number: 1024l,87
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,init,Magic Number,The method contains a magic number: 0.99f,87
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,init,Magic Number,The method contains a magic number: 0.80f,87
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,isProcessTreeOverLimit,Long Statement,The length of the statement "LOG.warn("Process tree for container: " + containerId + " running over twice "+ "the configured limit. Limit="+ vmemLimit+ "` current usage = "+ currentMemUsage);" is 162.,247
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,isProcessTreeOverLimit,Long Statement,The length of the statement "LOG.warn("Process tree for container: " + containerId + " has processes older than 1 "+ "iteration running over the configured limit. Limit="+ vmemLimit+ "` current usage = "+ curMemUsageOfAgedProcesses);" is 204.,247
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,isProcessTreeOverLimit,Magic Number,The method contains a magic number: 2,247
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,handle,Long Statement,The length of the statement "case START_MONITORING_CONTAINER: ContainerStartMonitoringEvent startEvent=(ContainerStartMonitoringEvent)monitoringEvent;" is 121.,526
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor,ContainersMonitorImpl,handle,Long Statement,The length of the statement "ProcessTreeInfo processTreeInfo=new ProcessTreeInfo(containerId`null`null`startEvent.getVmemLimit()`startEvent.getPmemLimit());" is 127.,526
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerSetup,Magic Number,The method contains a magic number: 512,113
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerLaunchAndStop,Magic Number,The method contains a magic number: 100,204
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerLaunchAndStop,Magic Number,The method contains a magic number: 20,204
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerLaunchAndStop,Magic Number,The method contains a magic number: 1000,204
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerLaunchAndExit,Magic Number,The method contains a magic number: 100,313
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testContainerLaunchAndExitFailure,Magic Number,The method contains a magic number: 50,404
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testLocalFilesCleanup,Long Statement,The length of the statement "containerManager=new ContainerManagerImpl(context`exec`delSrvc`nodeStatusUpdater`metrics`new ApplicationACLsManager(conf)`dirsHandler){" is 135.,415
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testLocalFilesCleanup,Long Statement,The length of the statement "URL resource_alpha=ConverterUtils.getYarnUrlFromPath(FileContext.getLocalFSFileContext().makeQualified(new Path(file.getAbsolutePath())));" is 138.,415
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testLocalFilesCleanup,Long Statement,The length of the statement "BaseContainerManagerTest.waitForApplicationState(containerManager`cId.getApplicationAttemptId().getApplicationId()`ApplicationState.RUNNING);" is 141.,415
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testLocalFilesCleanup,Long Statement,The length of the statement "BaseContainerManagerTest.waitForApplicationState(containerManager`cId.getApplicationAttemptId().getApplicationId()`ApplicationState.FINISHED);" is 142.,415
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testLocalFilesCleanup,Magic Number,The method contains a magic number: 100,415
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testLocalFilesCleanup,Magic Number,The method contains a magic number: 15,415
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testLocalFilesCleanup,Magic Number,The method contains a magic number: 1000,415
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testLocalFilesCleanup,Magic Number,The method contains a magic number: 15,415
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestContainerManager,testLocalFilesCleanup,Magic Number,The method contains a magic number: 1000,415
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,BaseContainerManagerTest,setup,Long Statement,The length of the statement "containerManager=new ContainerManagerImpl(context`exec`delSrvc`nodeStatusUpdater`metrics`new ApplicationACLsManager(conf)`dirsHandler){" is 135.,130
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,BaseContainerManagerTest,waitForContainerState,Magic Number,The method contains a magic number: 20,186
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,BaseContainerManagerTest,waitForContainerState,Magic Number,The method contains a magic number: 1000,192
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,BaseContainerManagerTest,waitForApplicationState,Magic Number,The method contains a magic number: 15,213
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,BaseContainerManagerTest,waitForApplicationState,Magic Number,The method contains a magic number: 1000,213
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxEventDispatch,Magic Number,The method contains a magic number: 65,112
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxEventDispatch,Magic Number,The method contains a magic number: 6,112
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxEventDispatch,Magic Number,The method contains a magic number: 65,112
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxEventDispatch,Magic Number,The method contains a magic number: 66,112
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxEventDispatch,Magic Number,The method contains a magic number: 66,112
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxServices,Magic Number,The method contains a magic number: 2,148
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxServices,Magic Number,The method contains a magic number: 3,148
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxServices,Magic Number,The method contains a magic number: 6,148
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxServicesMeta,Magic Number,The method contains a magic number: 2,179
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxServicesMeta,Magic Number,The method contains a magic number: 3,179
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxServicesMeta,Magic Number,The method contains a magic number: 6,179
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,TestAuxServices,testAuxServicesMeta,Magic Number,The method contains a magic number: 2,179
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,ContainerManagerImpl,Long Parameter List,The method has 7 parameters. ,130
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,start,Long Statement,The length of the statement "InetSocketAddress initialAddress=conf.getSocketAddr(YarnConfiguration.NM_ADDRESS`YarnConfiguration.DEFAULT_NM_ADDRESS`YarnConfiguration.DEFAULT_NM_PORT);" is 153.,218
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,start,Long Statement,The length of the statement "server=rpc.getServer(ContainerManager.class`this`initialAddress`conf`this.context.getContainerTokenSecretManager()`conf.getInt(YarnConfiguration.NM_CONTAINER_MGR_THREAD_COUNT`YarnConfiguration.DEFAULT_NM_CONTAINER_MGR_THREAD_COUNT));" is 233.,218
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,getRemoteUgi,Long Statement,The length of the statement "String msg="Cannot obtain the user-name for containerId: " + containerIDStr + ". Got exception: "+ StringUtils.stringifyException(e);" is 133.,272
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,authorizeRequest,Complex Method,Cyclomatic complexity of the method is 11,303
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,authorizeRequest,Long Statement,The length of the statement "messageBuilder.append("\n Expected user-name " + tokenId.getApplicationSubmitter() + " but found "+ launchContext.getUser());" is 125.,303
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,authorizeRequest,Long Statement,The length of the statement "messageBuilder.append("\nThis token is expired. current time is " + System.currentTimeMillis() + " found "+ tokenId.getExpiryTimeStamp());" is 138.,303
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,startContainer,Complex Method,Cyclomatic complexity of the method is 9,393
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,startContainer,Long Statement,The length of the statement "throw RPCUtil.getRemoteException(new NMNotYetReadyException("Rejecting new containers as NodeManager has not" + " yet connected with ResourceManager"));" is 152.,393
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,startContainer,Long Statement,The length of the statement "NMAuditLogger.logFailure(launchContext.getUser()`AuditConstants.START_CONTAINER`"ContainerManagerImpl"`"Container already running on this node!"`applicationID`containerID);" is 172.,393
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,startContainer,Long Statement,The length of the statement "Application application=new ApplicationImpl(dispatcher`this.aclsManager`launchContext.getUser()`applicationID`credentials`context);" is 131.,393
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,startContainer,Long Statement,The length of the statement "dispatcher.getEventHandler().handle(new ApplicationInitEvent(applicationID`container.getLaunchContext().getApplicationACLs()));" is 127.,393
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,startContainer,Long Statement,The length of the statement "NMAuditLogger.logSuccess(launchContext.getUser()`AuditConstants.START_CONTAINER`"ContainerManageImpl"`applicationID`containerID);" is 129.,393
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,stopContainer,Long Statement,The length of the statement "NMAuditLogger.logFailure("UnknownUser"`AuditConstants.STOP_CONTAINER`"ContainerManagerImpl"`"Trying to stop unknown container!"`containerID.getApplicationAttemptId().getApplicationId()`containerID);" is 198.,500
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,ContainerManagerImpl,stopContainer,Long Statement,The length of the statement "NMAuditLogger.logSuccess(container.getUser()`AuditConstants.STOP_CONTAINER`"ContainerManageImpl"`containerID.getApplicationAttemptId().getApplicationId()`containerID);" is 167.,500
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,AuxServicesEvent,AuxServicesEvent,Long Parameter List,The method has 5 parameters. ,38
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,AuxServices,init,Long Statement,The length of the statement "Class<? extends AuxiliaryService> sClass=conf.getClass(String.format(YarnConfiguration.NM_AUX_SERVICE_FMT`sName)`null`AuxiliaryService.class);" is 142.,84
hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager,AuxServices,init,Long Statement,The length of the statement "LOG.warn("The Auxilurary Service named '" + sName + "' in the "+ "configuration is for class "+ sClass+ " which has "+ "a name of '"+ s.getName()+ "'. Because these are "+ "not the same tools trying to send ServiceData and read "+ "Service Meta Data may have issues unless the refer to "+ "the name in the config.");" is 316.,84
